행정구역,2023년01월_계_총인구수,2023년01월_계_연령구간인구수,2023년01월_계_0~9세,2023년01월_계_10~19세,2023년01월_계_20~29세,2023년01월_계_30~39세,2023년01월_계_40~49세,2023년01월_계_50~59세,2023년01월_계_60~69세,2023년01월_계_70~79세,2023년01월_계_80~89세,2023년01월_계_90~99세,2023년01월_계_100세 이상,2023년01월_남_총인구수,2023년01월_남_연령구간인구수,2023년01월_남_0~9세,2023년01월_남_10~19세,2023년01월_남_20~29세,2023년01월_남_30~39세,2023년01월_남_40~49세,2023년01월_남_50~59세,2023년01월_남_60~69세,2023년01월_남_70~79세,2023년01월_남_80~89세,2023년01월_남_90~99세,2023년01월_남_100세 이상,2023년01월_여_총인구수,2023년01월_여_연령구간인구수,2023년01월_여_0~9세,2023년01월_여_10~19세,2023년01월_여_20~29세,2023년01월_여_30~39세,2023년01월_여_40~49세,2023년01월_여_50~59세,2023년01월_여_60~69세,2023년01월_여_70~79세,2023년01월_여_80~89세,2023년01월_여_90~99세,2023년01월_여_100세 이상
부산광역시 동구 (2617000000),"86,349","86,349","3,791","4,648","9,683","10,341","11,264","13,881","15,990","10,743","5,378",611,19,"42,199","42,199","1,970","2,407","4,782","5,459","6,061","7,221","7,601","4,658","1,894",139,7,"44,150","44,150","1,821","2,241","4,901","4,882","5,203","6,660","8,389","6,085","3,484",472,12
부산광역시 동구 초량제1동(2617051000),"4,938","4,938",148,267,700,547,695,811,870,593,284,22,1,"2,484","2,484",65,136,359,305,381,456,411,264,102,5,0,"2,454","2,454",83,131,341,242,314,355,459,329,182,17,1
부산광역시 동구 초량제2동(2617052000),"5,485","5,485",123,239,583,522,645,936,"1,159",839,384,54,1,"2,731","2,731",71,124,281,310,367,519,539,367,137,15,1,"2,754","2,754",52,115,302,212,278,417,620,472,247,39,0
부산광역시 동구 초량제3동(2617053000),"12,981","12,981","1,228",787,"1,812","2,569","2,082","1,814","1,519",765,340,59,6,"6,265","6,265",647,413,775,"1,247","1,055",893,765,344,108,15,3,"6,716","6,716",581,374,"1,037","1,322","1,027",921,754,421,232,44,3
부산광역시 동구 초량제6동(2617055000),"5,597","5,597",122,342,499,429,674,951,"1,109",908,494,68,1,"2,731","2,731",64,183,282,243,349,523,512,387,175,13,0,"2,866","2,866",58,159,217,186,325,428,597,521,319,55,1
부산광역시 동구 수정제1동(2617056000),"4,027","4,027",163,289,448,371,568,632,720,538,269,29,0,"1,959","1,959",89,144,247,206,285,342,300,230,111,5,0,"2,068","2,068",74,145,201,165,283,290,420,308,158,24,0
부산광역시 동구 수정제2동(2617057000),"9,496","9,496",374,529,986,"1,106","1,143","1,537","1,884","1,266",617,53,1,"4,525","4,525",190,276,453,589,597,762,882,544,222,9,1,"4,971","4,971",184,253,533,517,546,775,"1,002",722,395,44,0
부산광역시 동구 수정제4동(2617059000),"3,688","3,688",66,166,318,269,368,628,778,663,388,44,0,"1,821","1,821",39,94,175,151,221,349,395,259,126,12,0,"1,867","1,867",27,72,143,118,147,279,383,404,262,32,0
부산광역시 동구 수정제5동(2617060000),"5,035","5,035",117,293,471,354,579,851,"1,042",851,419,56,2,"2,414","2,414",64,153,258,195,309,442,474,369,140,9,1,"2,621","2,621",53,140,213,159,270,409,568,482,279,47,1
부산광역시 동구 좌천동(2617064500),"11,664","11,664",471,610,"1,319","1,381","1,480","1,893","2,180","1,512",753,62,3,"5,667","5,667",235,310,707,718,815,907,"1,035",640,286,13,1,"5,997","5,997",236,300,612,663,665,986,"1,145",872,467,49,2
부산광역시 동구 범일제1동(2617065000),"11,390","11,390",302,537,"1,158","1,118","1,313","1,888","2,518","1,598",868,88,2,"5,603","5,603",157,269,600,627,750,"1,000","1,179",707,291,23,0,"5,787","5,787",145,268,558,491,563,888,"1,339",891,577,65,2
부산광역시 동구 범일제2동(2617066000),"7,821","7,821",347,351,"1,010","1,121","1,017","1,344","1,505",758,327,41,0,"3,923","3,923",179,182,467,587,552,708,756,353,124,15,0,"3,898","3,898",168,169,543,534,465,636,749,405,203,26,0
부산광역시 동구 범일제5동(2617068000),"4,227","4,227",330,238,379,554,700,596,706,452,235,35,2,"2,076","2,076",170,123,178,281,380,320,353,194,72,5,0,"2,151","2,151",160,115,201,273,320,276,353,258,163,30,2
부산광역시 영도구 (2620000000),"107,964","107,964","4,492","6,874","10,454","9,877","13,994","17,864","22,179","14,689","6,768",753,20,"53,123","53,123","2,263","3,550","5,739","5,366","7,316","9,235","10,612","6,433","2,449",157,3,"54,841","54,841","2,229","3,324","4,715","4,511","6,678","8,629","11,567","8,256","4,319",596,17
부산광역시 영도구 남항동(2620053000),"10,629","10,629",357,479,"1,014",992,"1,301","1,805","2,272","1,552",763,93,1,"5,327","5,327",191,246,539,557,709,"1,017","1,115",670,263,20,0,"5,302","5,302",166,233,475,435,592,788,"1,157",882,500,73,1
부산광역시 영도구 영선제1동(2620054000),"3,846","3,846",143,223,352,339,456,638,859,565,241,28,2,"1,841","1,841",70,112,185,177,240,310,383,255,100,9,0,"2,005","2,005",73,111,167,162,216,328,476,310,141,19,2
부산광역시 영도구 영선제2동(2620055000),"7,836","7,836",288,481,729,708,913,"1,307","1,602","1,191",546,71,0,"3,806","3,806",155,251,405,375,472,644,758,503,231,12,0,"4,030","4,030",133,230,324,333,441,663,844,688,315,59,0
부산광역시 영도구 신선동(2620058500),"7,784","7,784",165,382,603,513,895,"1,336","1,704","1,368",743,75,0,"3,895","3,895",89,204,333,303,520,764,845,565,262,10,0,"3,889","3,889",76,178,270,210,375,572,859,803,481,65,0
부산광역시 영도구 봉래제1동(2620059000),"6,523","6,523",271,379,596,627,848,"1,001","1,421",896,424,56,4,"3,225","3,225",147,193,312,350,462,544,657,397,149,13,1,"3,298","3,298",124,186,284,277,386,457,764,499,275,43,3
부산광역시 영도구 봉래제2동(2620060500),"7,615","7,615",459,505,685,804,"1,131","1,213","1,300",984,494,39,1,"3,705","3,705",222,252,367,424,578,627,609,420,195,11,0,"3,910","3,910",237,253,318,380,553,586,691,564,299,28,1
부산광역시 영도구 청학제1동(2620063000),"5,757","5,757",263,369,465,500,822,901,"1,178",838,372,49,0,"2,809","2,809",137,194,241,259,438,483,565,351,132,9,0,"2,948","2,948",126,175,224,241,384,418,613,487,240,40,0
부산광역시 영도구 청학제2동(2620064000),"17,309","17,309",823,"1,305","1,652","1,617","2,424","2,930","3,407","2,130",919,99,3,"8,543","8,543",395,689,906,897,"1,225","1,484","1,614",984,337,12,0,"8,766","8,766",428,616,746,720,"1,199","1,446","1,793","1,146",582,87,3
부산광역시 영도구 동삼제1동(2620065000),"26,628","26,628","1,163","1,986","2,977","2,520","3,458","4,522","5,361","3,083","1,400",154,4,"12,983","12,983",564,"1,032","1,630","1,349","1,717","2,188","2,595","1,366",504,38,0,"13,645","13,645",599,954,"1,347","1,171","1,741","2,334","2,766","1,717",896,116,4
부산광역시 영도구 동삼제2동(2620066000),"4,741","4,741",337,307,667,539,726,685,752,523,188,15,2,"2,475","2,475",170,152,420,281,397,369,366,246,65,7,2,"2,266","2,266",167,155,247,258,329,316,386,277,123,8,0
부산광역시 영도구 동삼제3동(2620067000),"9,296","9,296",223,458,714,718,"1,020","1,526","2,323","1,559",678,74,3,"4,514","4,514",123,225,401,394,558,805,"1,105",676,211,16,0,"4,782","4,782",100,233,313,324,462,721,"1,218",883,467,58,3
부산광역시 부산진구 (2623000000),"356,361","356,361","19,605","24,146","50,168","48,633","49,894","55,957","58,535","32,658","15,066","1,666",33,"171,314","171,314","10,008","12,218","23,914","24,792","25,326","27,250","27,312","14,548","5,545",396,5,"185,047","185,047","9,597","11,928","26,254","23,841","24,568","28,707","31,223","18,110","9,521","1,270",28
부산광역시 부산진구 부전제1동(2623051000),"15,808","15,808",580,532,"3,640","2,628","1,742","2,268","2,470","1,277",600,70,1,"7,874","7,874",291,274,"1,557","1,403",978,"1,248","1,271",613,222,17,0,"7,934","7,934",289,258,"2,083","1,225",764,"1,020","1,199",664,378,53,1
부산광역시 부산진구 부전제2동(2623052000),"10,744","10,744",581,471,"2,605","1,888","1,529","1,486","1,324",584,234,40,2,"5,284","5,284",305,244,"1,147",995,834,752,652,265,81,9,0,"5,460","5,460",276,227,"1,458",893,695,734,672,319,153,31,2
부산광역시 부산진구 연지동(2623054000),"24,806","24,806","2,068","2,179","2,215","3,153","3,950","3,791","4,005","2,297","1,040",106,2,"11,843","11,843","1,063","1,117","1,140","1,574","1,905","1,806","1,796","1,004",412,25,1,"12,963","12,963","1,005","1,062","1,075","1,579","2,045","1,985","2,209","1,293",628,81,1
부산광역시 부산진구 초읍동(2623055000),"21,144","21,144","1,079","1,531","1,930","2,095","2,910","3,487","3,995","2,734","1,237",143,3,"10,169","10,169",552,852,993,"1,055","1,488","1,731","1,778","1,214",470,35,1,"10,975","10,975",527,679,937,"1,040","1,422","1,756","2,217","1,520",767,108,2
부산광역시 부산진구 양정제1동(2623056000),"19,258","19,258",978,"1,335","2,545","2,369","2,671","3,396","3,169","1,806",890,96,3,"9,011","9,011",495,662,"1,250","1,167","1,310","1,587","1,462",742,303,33,0,"10,247","10,247",483,673,"1,295","1,202","1,361","1,809","1,707","1,064",587,63,3
부산광역시 부산진구 양정제2동(2623057000),"11,708","11,708",425,503,"2,835","2,158","1,529","1,458","1,415",881,452,50,2,"5,352","5,352",214,241,"1,080","1,027",791,766,647,386,186,13,1,"6,356","6,356",211,262,"1,755","1,131",738,692,768,495,266,37,1
부산광역시 부산진구 전포제1동(2623060000),"21,220","21,220","1,332","1,238","4,404","4,260","3,036","2,583","2,306","1,322",659,80,0,"10,197","10,197",695,621,"1,933","2,165","1,574","1,263","1,091",593,244,18,0,"11,023","11,023",637,617,"2,471","2,095","1,462","1,320","1,215",729,415,62,0
부산광역시 부산진구 전포제2동(2623061000),"22,973","22,973","1,160","1,269","3,460","3,675","3,108","3,248","3,602","2,261","1,079",109,2,"10,737","10,737",601,633,"1,595","1,837","1,498","1,550","1,608",979,414,22,0,"12,236","12,236",559,636,"1,865","1,838","1,610","1,698","1,994","1,282",665,87,2
부산광역시 부산진구 부암제1동(2623064000),"23,129","23,129","1,746","1,837","2,595","3,186","3,725","3,696","3,505","1,924",827,86,2,"11,216","11,216",929,926,"1,285","1,545","1,855","1,816","1,645",898,296,20,1,"11,913","11,913",817,911,"1,310","1,641","1,870","1,880","1,860","1,026",531,66,1
부산광역시 부산진구 부암제3동(2623066000),"16,942","16,942",894,"1,793","1,761","1,459","2,617","3,143","2,982","1,552",670,70,1,"8,297","8,297",464,893,993,731,"1,260","1,537","1,457",697,257,8,0,"8,645","8,645",430,900,768,728,"1,357","1,606","1,525",855,413,62,1
부산광역시 부산진구 당감제1동(2623067000),"22,179","22,179",902,"1,779","2,506","2,134","2,980","4,114","4,257","2,254","1,102",148,3,"10,577","10,577",443,923,"1,314","1,144","1,470","1,921","2,000",967,362,33,0,"11,602","11,602",459,856,"1,192",990,"1,510","2,193","2,257","1,287",740,115,3
부산광역시 부산진구 당감제2동(2623068000),"10,001","10,001",653,662,"1,183","1,523","1,439","1,420","1,708",957,423,33,0,"4,747","4,747",316,338,559,780,722,671,748,426,177,10,0,"5,254","5,254",337,324,624,743,717,749,960,531,246,23,0
부산광역시 부산진구 당감제4동(2623070000),"10,958","10,958",585,829,"1,100","1,157","1,547","2,058","2,010","1,112",505,55,0,"5,319","5,319",306,414,579,604,788,982,973,482,179,12,0,"5,639","5,639",279,415,521,553,759,"1,076","1,037",630,326,43,0
부산광역시 부산진구 가야제1동(2623071000),"18,410","18,410",671,"1,118","2,767","1,995","2,464","3,011","3,456","1,987",869,72,0,"9,208","9,208",336,561,"1,490","1,095","1,357","1,539","1,606",903,308,13,0,"9,202","9,202",335,557,"1,277",900,"1,107","1,472","1,850","1,084",561,59,0
부산광역시 부산진구 가야제2동(2623072000),"18,041","18,041","1,142","1,462","2,029","2,148","2,519","2,872","3,133","1,894",755,82,5,"8,717","8,717",570,721,"1,070","1,115","1,243","1,375","1,406",876,317,24,0,"9,324","9,324",572,741,959,"1,033","1,276","1,497","1,727","1,018",438,58,5
부산광역시 부산진구 개금제1동(2623074000),"16,542","16,542","1,038",988,"3,018","2,542","2,368","2,452","2,268","1,239",578,50,1,"7,952","7,952",520,470,"1,344","1,311","1,237","1,203","1,061",561,231,14,0,"8,590","8,590",518,518,"1,674","1,231","1,131","1,249","1,207",678,347,36,1
부산광역시 부산진구 개금제2동(2623075000),"10,502","10,502",456,767,"1,387","1,028","1,373","1,767","1,983","1,150",540,50,1,"5,118","5,118",224,375,752,564,702,854,928,515,196,8,0,"5,384","5,384",232,392,635,464,671,913,"1,055",635,344,42,1
부산광역시 부산진구 개금제3동(2623076000),"27,763","27,763","1,541","2,297","3,109","3,036","3,848","4,898","5,379","2,407","1,094",151,3,"13,337","13,337",807,"1,140","1,617","1,514","1,916","2,297","2,542","1,106",364,33,1,"14,426","14,426",734,"1,157","1,492","1,522","1,932","2,601","2,837","1,301",730,118,2
부산광역시 부산진구 범천제1동(2623077000),"12,456","12,456",481,452,"2,612","2,564","1,563","1,672","1,658",905,485,64,0,"5,815","5,815",221,228,"1,086","1,283",803,832,782,387,171,22,0,"6,641","6,641",260,224,"1,526","1,281",760,840,876,518,314,42,0
부산광역시 부산진구 범천제2동(2623078000),"21,777","21,777","1,293","1,104","2,467","3,635","2,976","3,137","3,910","2,115","1,027",111,2,"10,544","10,544",656,585,"1,130","1,883","1,595","1,520","1,859",934,355,27,0,"11,233","11,233",637,519,"1,337","1,752","1,381","1,617","2,051","1,181",672,84,2
부산광역시 동래구 (2626000000),"273,177","273,177","19,178","25,622","30,147","32,265","43,858","43,727","43,050","24,208","9,893","1,201",28,"132,253","132,253","9,820","13,333","15,463","16,221","21,432","21,073","19,740","11,069","3,833",265,4,"140,924","140,924","9,358","12,289","14,684","16,044","22,426","22,654","23,310","13,139","6,060",936,24
부산광역시 동래구 수민동(2626051000),"31,592","31,592","2,248","2,752","3,369","3,965","4,866","5,045","5,108","2,886","1,206",142,5,"15,296","15,296","1,138","1,489","1,764","2,009","2,415","2,367","2,295","1,319",470,29,1,"16,296","16,296","1,110","1,263","1,605","1,956","2,451","2,678","2,813","1,567",736,113,4
부산광역시 동래구 복산동(2626052000),"8,948","8,948",254,539,873,784,"1,052","1,520","1,958","1,253",642,72,1,"4,370","4,370",132,285,496,452,556,746,931,532,226,14,0,"4,578","4,578",122,254,377,332,496,774,"1,027",721,416,58,1
부산광역시 동래구 명륜동(2626054500),"26,403","26,403","2,514","3,593","2,483","2,947","5,346","4,164","2,959","1,599",711,86,1,"12,963","12,963","1,314","1,961","1,289","1,358","2,540","2,096","1,379",735,275,16,0,"13,440","13,440","1,200","1,632","1,194","1,589","2,806","2,068","1,580",864,436,70,1
부산광역시 동래구 온천제1동(2626055000),"22,521","22,521","1,252","1,278","3,553","3,793","3,436","3,434","3,024","1,779",875,91,6,"10,570","10,570",620,632,"1,524","1,893","1,681","1,679","1,409",765,336,30,1,"11,951","11,951",632,646,"2,029","1,900","1,755","1,755","1,615","1,014",539,61,5
부산광역시 동래구 온천제2동(2626056000),"24,391","24,391","2,735","2,353","2,216","3,316","4,138","3,355","3,306","1,926",899,144,3,"11,716","11,716","1,327","1,178","1,178","1,610","2,022","1,633","1,496",896,339,37,0,"12,675","12,675","1,408","1,175","1,038","1,706","2,116","1,722","1,810","1,030",560,107,3
부산광역시 동래구 온천제3동(2626057000),"37,693","37,693","2,285","2,692","5,059","4,939","5,392","6,218","6,214","3,399","1,342",151,2,"18,327","18,327","1,173","1,444","2,509","2,533","2,688","2,931","2,893","1,554",561,41,0,"19,366","19,366","1,112","1,248","2,550","2,406","2,704","3,287","3,321","1,845",781,110,2
부산광역시 동래구 사직제1동(2626058000),"10,319","10,319",680,"1,007","1,122","1,209","1,689","1,605","1,516",991,452,48,0,"4,943","4,943",354,473,596,621,833,782,657,431,184,12,0,"5,376","5,376",326,534,526,588,856,823,859,560,268,36,0
부산광역시 동래구 사직제2동(2626059000),"25,538","25,538","2,104","3,954","2,668","2,195","5,078","4,383","3,081","1,513",492,67,3,"12,251","12,251","1,050","1,930","1,399","1,051","2,297","2,177","1,467",691,181,8,0,"13,287","13,287","1,054","2,024","1,269","1,144","2,781","2,206","1,614",822,311,59,3
부산광역시 동래구 사직제3동(2626060000),"17,134","17,134","1,249","1,967","1,700","1,626","3,190","2,591","2,538","1,587",622,63,1,"8,456","8,456",694,"1,121",878,784,"1,576","1,305","1,144",691,248,15,0,"8,678","8,678",555,846,822,842,"1,614","1,286","1,394",896,374,48,1
부산광역시 동래구 안락제1동(2626074000),"14,088","14,088",694,915,"1,450","1,544","1,879","2,281","2,894","1,677",674,80,0,"6,941","6,941",379,495,773,818,965,"1,132","1,311",780,275,13,0,"7,147","7,147",315,420,677,726,914,"1,149","1,583",897,399,67,0
부산광역시 동래구 안락제2동(2626075000),"26,394","26,394","1,560","2,614","2,748","2,796","4,007","4,519","4,669","2,466",900,113,2,"12,773","12,773",814,"1,329","1,487","1,441","1,917","2,107","2,151","1,180",325,21,1,"13,621","13,621",746,"1,285","1,261","1,355","2,090","2,412","2,518","1,286",575,92,1
부산광역시 동래구 명장제1동(2626076100),"13,802","13,802",878,"1,019","1,370","1,499","1,955","2,234","2,682","1,529",558,74,4,"6,660","6,660",447,485,738,753,"1,000","1,043","1,236",721,225,11,1,"7,142","7,142",431,534,632,746,955,"1,191","1,446",808,333,63,3
부산광역시 동래구 명장제2동(2626076200),"14,354","14,354",725,939,"1,536","1,652","1,830","2,378","3,101","1,603",520,70,0,"6,987","6,987",378,511,832,898,942,"1,075","1,371",774,188,18,0,"7,367","7,367",347,428,704,754,888,"1,303","1,730",829,332,52,0
부산광역시 남구 (2629000000),"256,190","256,190","14,942","22,344","32,881","26,606","38,893","41,363","41,348","25,486","11,063","1,236",28,"125,016","125,016","7,641","11,460","17,370","13,687","19,464","20,422","19,047","11,283","4,357",281,4,"131,174","131,174","7,301","10,884","15,511","12,919","19,429","20,941","22,301","14,203","6,706",955,24
부산광역시 남구 대연제1동(2629051000),"15,787","15,787",393,913,"3,762","1,764","1,888","2,227","2,304","1,660",799,77,0,"7,993","7,993",192,443,"2,095","1,029","1,000","1,127","1,001",726,358,22,0,"7,794","7,794",201,470,"1,667",735,888,"1,100","1,303",934,441,55,0
부산광역시 남구 대연제3동(2629053000),"33,022","33,022","2,377","3,379","6,744","3,823","5,496","4,751","3,563","1,925",844,119,1,"16,168","16,168","1,235","1,721","3,477","1,910","2,688","2,293","1,608",857,351,28,0,"16,854","16,854","1,142","1,658","3,267","1,913","2,808","2,458","1,955","1,068",493,91,1
부산광역시 남구 대연제4동(2629054000),"11,991","11,991",904,877,"1,081","1,441","1,832","1,759","2,041","1,386",604,65,1,"5,848","5,848",457,463,570,734,977,868,925,596,237,21,0,"6,143","6,143",447,414,511,707,855,891,"1,116",790,367,44,1
부산광역시 남구 대연제5동(2629055000),"16,807","16,807",867,"1,354","2,821","1,834","2,498","2,509","2,470","1,615",759,78,2,"8,050","8,050",463,705,"1,314",937,"1,240","1,234","1,129",700,304,23,1,"8,757","8,757",404,649,"1,507",897,"1,258","1,275","1,341",915,455,55,1
부산광역시 남구 대연제6동(2629056000),"14,929","14,929","1,490","1,681","1,512","1,783","2,727","2,264","1,856","1,099",457,58,2,"7,161","7,161",747,854,791,817,"1,312","1,096",840,491,202,11,0,"7,768","7,768",743,827,721,966,"1,415","1,168","1,016",608,255,47,2
부산광역시 남구 용호제1동(2629057000),"43,020","43,020","2,811","4,951","4,445","3,513","7,063","7,824","6,772","3,769","1,643",225,4,"20,600","20,600","1,409","2,513","2,399","1,674","3,261","3,780","3,188","1,683",641,52,0,"22,420","22,420","1,402","2,438","2,046","1,839","3,802","4,044","3,584","2,086","1,002",173,4
부산광역시 남구 용호제2동(2629058000),"17,602","17,602","1,317","1,824","1,603","1,750","2,978","2,748","2,940","1,722",632,87,1,"8,578","8,578",660,942,880,872,"1,453","1,355","1,341",814,247,14,0,"9,024","9,024",657,882,723,878,"1,525","1,393","1,599",908,385,73,1
