행정구역,2023년01월_계_총인구수,2023년01월_계_연령구간인구수,2023년01월_계_0~9세,2023년01월_계_10~19세,2023년01월_계_20~29세,2023년01월_계_30~39세,2023년01월_계_40~49세,2023년01월_계_50~59세,2023년01월_계_60~69세,2023년01월_계_70~79세,2023년01월_계_80~89세,2023년01월_계_90~99세,2023년01월_계_100세 이상,2023년01월_남_총인구수,2023년01월_남_연령구간인구수,2023년01월_남_0~9세,2023년01월_남_10~19세,2023년01월_남_20~29세,2023년01월_남_30~39세,2023년01월_남_40~49세,2023년01월_남_50~59세,2023년01월_남_60~69세,2023년01월_남_70~79세,2023년01월_남_80~89세,2023년01월_남_90~99세,2023년01월_남_100세 이상,2023년01월_여_총인구수,2023년01월_여_연령구간인구수,2023년01월_여_0~9세,2023년01월_여_10~19세,2023년01월_여_20~29세,2023년01월_여_30~39세,2023년01월_여_40~49세,2023년01월_여_50~59세,2023년01월_여_60~69세,2023년01월_여_70~79세,2023년01월_여_80~89세,2023년01월_여_90~99세,2023년01월_여_100세 이상
경기도 고양시 일산동구 마두2동(4128557000),"15,676","15,676",961,"2,104","2,022","1,432","2,667","3,071","1,819",772,713,113,2,"7,375","7,375",487,"1,074","1,009",652,"1,159","1,466",919,324,239,45,1,"8,301","8,301",474,"1,030","1,013",780,"1,508","1,605",900,448,474,68,1
경기도 고양시 일산동구 장항1동(4128558000),"11,078","11,078","1,246",988,"1,200","1,634","2,170","1,915","1,252",463,182,26,2,"5,597","5,597",649,508,610,753,"1,102",973,679,246,74,3,0,"5,481","5,481",597,480,590,881,"1,068",942,573,217,108,23,2
경기도 고양시 일산동구 장항2동(4128559000),"26,675","26,675",840,"1,446","4,642","4,921","4,407","5,093","2,982","1,269",936,132,7,"13,091","13,091",446,706,"2,131","2,559","2,160","2,559","1,574",549,353,50,4,"13,584","13,584",394,740,"2,511","2,362","2,247","2,534","1,408",720,583,82,3
경기도 고양시 일산동구 고봉동(4128560000),"22,605","22,605","1,228","1,393","2,611","2,810","3,195","4,487","3,979","1,675",996,221,10,"11,847","11,847",615,756,"1,528","1,555","1,735","2,348","2,114",802,359,32,3,"10,758","10,758",613,637,"1,083","1,255","1,460","2,139","1,865",873,637,189,7
경기도 고양시 일산서구 (4128700000),"289,852","289,852","18,713","31,098","38,356","34,025","46,334","56,297","36,984","15,890","10,539","1,571",45,"140,408","140,408","9,521","15,875","19,669","16,841","21,786","26,995","18,656","6,788","3,809",460,8,"149,444","149,444","9,192","15,223","18,687","17,184","24,548","29,302","18,328","9,102","6,730","1,111",37
경기도 고양시 일산서구 일산1동(4128751000),"26,079","26,079","1,571","2,387","3,582","3,006","3,776","5,041","3,760","1,722","1,083",147,4,"12,570","12,570",813,"1,205","1,853","1,492","1,817","2,349","1,846",738,412,45,0,"13,509","13,509",758,"1,182","1,729","1,514","1,959","2,692","1,914",984,671,102,4
경기도 고양시 일산서구 일산2동(4128752000),"18,340","18,340",869,"1,289","2,453","2,032","2,295","4,005","3,254","1,244",785,114,0,"9,078","9,078",433,664,"1,308","1,038","1,125","1,990","1,682",528,280,30,0,"9,262","9,262",436,625,"1,145",994,"1,170","2,015","1,572",716,505,84,0
경기도 고양시 일산서구 일산3동(4128753000),"34,104","34,104","2,237","5,368","4,147","3,340","6,390","6,525","3,673","1,379",886,155,4,"16,518","16,518","1,176","2,760","2,169","1,618","2,816","3,121","1,925",579,314,39,1,"17,586","17,586","1,061","2,608","1,978","1,722","3,574","3,404","1,748",800,572,116,3
경기도 고양시 일산서구 탄현1동(4128754500),"30,543","30,543","2,151","2,945","4,525","3,912","4,754","6,295","3,466","1,331",990,168,6,"14,994","14,994","1,119","1,503","2,314","1,977","2,287","3,045","1,824",540,336,47,2,"15,549","15,549","1,032","1,442","2,211","1,935","2,467","3,250","1,642",791,654,121,4
경기도 고양시 일산서구 탄현2동(4128754600),"19,470","19,470","1,730","2,245","2,231","2,519","3,454","3,415","2,197",986,617,73,3,"9,378","9,378",881,"1,149","1,131","1,211","1,656","1,619","1,060",410,239,21,1,"10,092","10,092",849,"1,096","1,100","1,308","1,798","1,796","1,137",576,378,52,2
경기도 고양시 일산서구 주엽1동(4128755000),"27,146","27,146","1,498","2,977","3,422","3,204","4,147","5,057","3,514","1,663","1,449",208,7,"12,707","12,707",763,"1,526","1,717","1,534","1,882","2,317","1,700",689,499,80,0,"14,439","14,439",735,"1,451","1,705","1,670","2,265","2,740","1,814",974,950,128,7
경기도 고양시 일산서구 주엽2동(4128756000),"27,760","27,760","1,645","2,977","3,308","3,172","4,285","5,048","3,684","1,866","1,532",238,5,"12,967","12,967",837,"1,499","1,646","1,563","1,964","2,315","1,811",716,533,82,1,"14,793","14,793",808,"1,478","1,662","1,609","2,321","2,733","1,873","1,150",999,156,4
경기도 고양시 일산서구 대화동(4128757000),"35,182","35,182","1,968","2,725","5,646","5,159","5,167","6,700","4,616","1,933","1,112",151,5,"17,124","17,124","1,001","1,412","2,814","2,654","2,518","3,145","2,302",864,373,40,1,"18,058","18,058",967,"1,313","2,832","2,505","2,649","3,555","2,314","1,069",739,111,4
경기도 고양시 일산서구 송포동(4128758000),"20,916","20,916","1,416","2,060","2,727","2,675","3,319","4,107","2,700","1,131",664,112,5,"10,301","10,301",686,"1,077","1,469","1,302","1,561","1,978","1,383",532,281,30,2,"10,615","10,615",730,983,"1,258","1,373","1,758","2,129","1,317",599,383,82,3
경기도 고양시 일산서구 덕이동(4128760000),"31,173","31,173","2,462","3,750","3,821","3,343","5,542","6,100","3,737","1,487",804,121,6,"15,279","15,279","1,249","1,883","1,916","1,637","2,662","3,029","1,896",685,300,22,0,"15,894","15,894","1,213","1,867","1,905","1,706","2,880","3,071","1,841",802,504,99,6
경기도 고양시 일산서구 가좌동(4128761000),"19,139","19,139","1,166","2,375","2,494","1,663","3,205","4,004","2,383","1,148",617,84,0,"9,492","9,492",563,"1,197","1,332",815,"1,498","2,087","1,227",507,242,24,0,"9,647","9,647",603,"1,178","1,162",848,"1,707","1,917","1,156",641,375,60,0
경기도 과천시 (4129000000),"78,341","78,341","7,337","7,553","9,740","11,644","11,948","12,986","10,101","4,314","2,289",419,10,"38,507","38,507","3,786","3,870","5,026","5,742","5,864","6,259","4,964","1,998",884,111,3,"39,834","39,834","3,551","3,683","4,714","5,902","6,084","6,727","5,137","2,316","1,405",308,7
경기도 과천시 중앙동(4129051000),"11,050","11,050",841,913,"1,469","1,494","1,426","1,947","1,771",693,410,82,4,"5,359","5,359",442,458,765,742,663,881,887,343,160,16,2,"5,691","5,691",399,455,704,752,763,"1,066",884,350,250,66,2
경기도 과천시 갈현동(4129052000),"21,657","21,657","2,772","2,685","2,370","3,079","3,924","3,396","2,036",825,489,80,1,"10,560","10,560","1,437","1,326","1,207","1,383","1,920","1,695","1,031",346,186,29,0,"11,097","11,097","1,335","1,359","1,163","1,696","2,004","1,701","1,005",479,303,51,1
경기도 과천시 별양동(4129053000),"14,599","14,599","1,288","1,444","1,860","2,100","2,224","2,423","1,997",765,417,78,3,"7,111","7,111",642,742,944,"1,017","1,081","1,132",991,383,150,28,1,"7,488","7,488",646,702,916,"1,083","1,143","1,291","1,006",382,267,50,2
경기도 과천시 부림동(4129054000),"14,853","14,853","1,430","1,293","1,910","2,467","2,096","2,523","1,876",767,406,84,1,"7,314","7,314",766,680,981,"1,223","1,012","1,222",918,338,154,20,0,"7,539","7,539",664,613,929,"1,244","1,084","1,301",958,429,252,64,1
경기도 과천시 과천동(4129055000),"8,914","8,914",558,513,"1,111","1,563","1,241","1,411","1,472",690,302,53,0,"4,625","4,625",268,282,605,878,687,706,711,335,143,10,0,"4,289","4,289",290,231,506,685,554,705,761,355,159,43,0
경기도 과천시 문원동(4129056000),"7,268","7,268",448,705,"1,020",941,"1,037","1,286",949,574,265,42,1,"3,538","3,538",231,382,524,499,501,623,426,253,91,8,0,"3,730","3,730",217,323,496,442,536,663,523,321,174,34,1
경기도 구리시 (4131000000),"188,550","188,550","12,628","17,079","24,220","24,216","30,538","34,314","27,142","12,045","5,645",703,20,"93,354","93,354","6,520","8,769","12,382","12,276","15,317","16,771","13,519","5,447","2,159",190,4,"95,196","95,196","6,108","8,310","11,838","11,940","15,221","17,543","13,623","6,598","3,486",513,16
경기도 구리시 갈매동(4131051000),"30,110","30,110","3,894","2,680","2,779","4,678","6,382","4,016","3,550","1,558",492,78,3,"14,854","14,854","2,021","1,327","1,371","2,192","3,361","1,918","1,694",758,195,17,0,"15,256","15,256","1,873","1,353","1,408","2,486","3,021","2,098","1,856",800,297,61,3
경기도 구리시 동구동(4131052000),"36,449","36,449","2,228","3,594","5,043","4,354","5,543","7,190","5,020","2,141","1,176",158,2,"17,917","17,917","1,141","1,916","2,616","2,221","2,647","3,400","2,535",938,455,47,1,"18,532","18,532","1,087","1,678","2,427","2,133","2,896","3,790","2,485","1,203",721,111,1
경기도 구리시 인창동(4131053000),"22,887","22,887","1,458","2,290","3,090","2,879","3,706","4,277","3,020","1,417",689,61,0,"11,154","11,154",732,"1,192","1,550","1,450","1,745","2,106","1,462",632,263,22,0,"11,733","11,733",726,"1,098","1,540","1,429","1,961","2,171","1,558",785,426,39,0
경기도 구리시 교문1동(4131054100),"15,758","15,758",604,994,"2,015","2,020","2,252","3,040","2,838","1,297",632,63,3,"8,115","8,115",307,495,"1,071","1,107","1,235","1,568","1,461",611,244,16,0,"7,643","7,643",297,499,944,913,"1,017","1,472","1,377",686,388,47,3
경기도 구리시 교문2동(4131054200),"21,316","21,316","1,365","2,518","2,720","2,345","3,497","3,886","3,034","1,257",614,76,4,"10,309","10,309",710,"1,257","1,401","1,116","1,643","1,858","1,462",586,252,24,0,"11,007","11,007",655,"1,261","1,319","1,229","1,854","2,028","1,572",671,362,52,4
경기도 구리시 수택1동(4131057000),"15,442","15,442",708,"1,032","2,233","2,096","2,138","2,968","2,597","1,122",488,59,1,"7,689","7,689",373,554,"1,067","1,149","1,104","1,432","1,301",515,183,10,1,"7,753","7,753",335,478,"1,166",947,"1,034","1,536","1,296",607,305,49,0
경기도 구리시 수택2동(4131058000),"25,027","25,027","1,125","1,871","3,470","3,107","3,416","4,852","4,266","1,917",884,115,4,"12,405","12,405",558,957,"1,803","1,610","1,779","2,400","2,154",804,310,29,1,"12,622","12,622",567,914,"1,667","1,497","1,637","2,452","2,112","1,113",574,86,3
경기도 구리시 수택3동(4131059000),"21,561","21,561","1,246","2,100","2,870","2,737","3,604","4,085","2,817","1,336",670,93,3,"10,911","10,911",678,"1,071","1,503","1,431","1,803","2,089","1,450",603,257,25,1,"10,650","10,650",568,"1,029","1,367","1,306","1,801","1,996","1,367",733,413,68,2
경기도 남양주시 (4136000000),"737,171","737,171","58,897","79,634","83,916","87,953","131,626","125,133","95,413","48,596","22,770","3,104",129,"366,107","366,107","30,295","40,907","43,553","43,701","65,511","63,543","46,789","22,218","8,833",733,24,"371,064","371,064","28,602","38,727","40,363","44,252","66,115","61,590","48,624","26,378","13,937","2,371",105
경기도 남양주시 와부읍(4136025000),"58,173","58,173","3,100","6,880","7,055","5,250","9,649","10,970","8,026","4,664","2,249",314,16,"28,634","28,634","1,627","3,495","3,753","2,658","4,496","5,489","3,925","2,150",951,86,4,"29,539","29,539","1,473","3,385","3,302","2,592","5,153","5,481","4,101","2,514","1,298",228,12
경기도 남양주시 진접읍(4136025300),"95,971","95,971","7,052","11,633","10,800","9,939","17,172","16,710","12,755","6,419","3,102",374,15,"48,296","48,296","3,645","6,033","5,751","5,046","8,495","8,771","6,385","2,907","1,160",102,1,"47,675","47,675","3,407","5,600","5,049","4,893","8,677","7,939","6,370","3,512","1,942",272,14
경기도 남양주시 화도읍(4136025600),"65,848","65,848","4,220","6,928","7,683","6,793","11,797","12,062","9,018","4,787","2,261",289,10,"32,823","32,823","2,139","3,623","4,039","3,485","5,906","6,188","4,402","2,090",873,77,1,"33,025","33,025","2,081","3,305","3,644","3,308","5,891","5,874","4,616","2,697","1,388",212,9
경기도 남양주시 화도읍동부출장소(4136025700),"14,263","14,263","1,355","1,419","1,393","1,812","2,558","2,331","2,005",882,411,94,3,"7,162","7,162",708,718,752,885,"1,316","1,179",990,429,167,16,2,"7,101","7,101",647,701,641,927,"1,242","1,152","1,015",453,244,78,1
경기도 남양주시 화도읍남부출장소(4136025800),"36,511","36,511","3,052","4,379","3,845","4,071","6,961","6,319","4,415","2,278","1,067",121,3,"18,315","18,315","1,606","2,315","2,022","2,013","3,413","3,315","2,184",998,422,27,0,"18,196","18,196","1,446","2,064","1,823","2,058","3,548","3,004","2,231","1,280",645,94,3
경기도 남양주시 진건읍(4136025900),"22,153","22,153",765,"1,608","2,695","2,175","2,801","4,641","4,291","1,984","1,054",132,7,"11,506","11,506",428,845,"1,502","1,212","1,476","2,445","2,264",910,400,23,1,"10,647","10,647",337,763,"1,193",963,"1,325","2,196","2,027","1,074",654,109,6
경기도 남양주시 오남읍(4136026200),"52,600","52,600","3,112","6,118","6,657","5,051","9,205","10,343","6,466","3,575","1,832",235,6,"26,389","26,389","1,602","3,180","3,512","2,596","4,578","5,416","3,217","1,543",687,56,2,"26,211","26,211","1,510","2,938","3,145","2,455","4,627","4,927","3,249","2,032","1,145",179,4
경기도 남양주시 퇴계원읍(4136026500),"28,118","28,118","1,370","2,365","3,539","3,092","3,869","5,337","5,007","2,322","1,089",125,3,"13,984","13,984",681,"1,222","1,877","1,651","1,961","2,590","2,448","1,113",414,26,1,"14,134","14,134",689,"1,143","1,662","1,441","1,908","2,747","2,559","1,209",675,99,2
경기도 남양주시 별내면(4136031000),"18,927","18,927",947,"1,785","2,287","1,662","2,858","3,671","2,983","1,664",940,126,4,"9,468","9,468",486,951,"1,169",860,"1,460","1,889","1,469",746,399,38,1,"9,459","9,459",461,834,"1,118",802,"1,398","1,782","1,514",918,541,88,3
경기도 남양주시 수동면(4136034000),"8,860","8,860",283,528,714,721,954,"1,730","2,057","1,165",551,150,7,"4,649","4,649",150,298,420,406,519,960,"1,054",582,226,33,1,"4,211","4,211",133,230,294,315,435,770,"1,003",583,325,117,6
경기도 남양주시 조안면(4136036000),"3,969","3,969",152,234,358,351,475,738,900,486,243,31,1,"2,059","2,059",84,115,193,189,258,380,478,252,103,7,0,"1,910","1,910",68,119,165,162,217,358,422,234,140,24,1
경기도 남양주시 호평동(4136051000),"56,694","56,694","5,338","7,143","6,089","6,611","11,564","9,191","5,800","3,296","1,458",195,9,"27,647","27,647","2,780","3,621","3,222","3,113","5,571","4,611","2,702","1,384",591,50,2,"29,047","29,047","2,558","3,522","2,867","3,498","5,993","4,580","3,098","1,912",867,145,7
경기도 남양주시 평내동(4136052000),"37,767","37,767","2,977","4,848","4,621","4,521","7,098","6,592","3,944","2,024","1,007",128,7,"18,537","18,537","1,531","2,475","2,349","2,268","3,423","3,288","1,896",909,366,31,1,"19,230","19,230","1,446","2,373","2,272","2,253","3,675","3,304","2,048","1,115",641,97,6
경기도 남양주시 금곡동(4136053000),"18,022","18,022",528,"1,000","2,184","2,009","2,007","3,571","3,890","1,735",961,129,8,"9,242","9,242",265,529,"1,210","1,149","1,084","1,800","1,989",830,360,26,0,"8,780","8,780",263,471,974,860,923,"1,771","1,901",905,601,103,8
경기도 남양주시 양정동(4136054000),"3,691","3,691",120,132,411,408,358,706,925,411,202,17,1,"2,143","2,143",58,68,262,246,231,417,560,211,83,7,0,"1,548","1,548",62,64,149,162,127,289,365,200,119,10,1
경기도 남양주시 다산1동(4136054500),"100,285","100,285","12,807","10,875","10,680","16,558","20,223","12,708","9,375","4,856","1,934",259,10,"49,142","49,142","6,573","5,503","5,127","7,808","10,377","6,302","4,368","2,289",746,46,3,"51,143","51,143","6,234","5,372","5,553","8,750","9,846","6,406","5,007","2,567","1,188",213,7
경기도 남양주시 다산2동(4136056500),"35,530","35,530","3,990","4,163","3,649","4,399","7,646","5,527","3,769","1,634",647,104,2,"17,360","17,360","2,012","2,122","1,899","1,991","3,785","2,756","1,763",768,239,25,0,"18,170","18,170","1,978","2,041","1,750","2,408","3,861","2,771","2,006",866,408,79,2
경기도 남양주시 별내동(4136057000),"79,789","79,789","7,729","7,596","9,256","12,530","14,431","11,986","9,787","4,414","1,762",281,17,"38,751","38,751","3,920","3,794","4,494","6,125","7,162","5,747","4,695","2,107",646,57,4,"41,038","41,038","3,809","3,802","4,762","6,405","7,269","6,239","5,092","2,307","1,116",224,13
경기도 풍양출장소 (4136200000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 오산시 (4137000000),"229,704","229,704","19,569","25,371","29,861","35,722","44,580","35,059","23,566","10,459","4,900",606,11,"119,610","119,610","9,952","13,083","16,279","19,727","23,786","18,360","11,724","4,716","1,848",134,1,"110,094","110,094","9,617","12,288","13,582","15,995","20,794","16,699","11,842","5,743","3,052",472,10
경기도 오산시 중앙동(4137051000),"35,238","35,238","3,349","4,155","4,149","4,920","6,639","5,667","3,729","1,662",877,91,0,"17,694","17,694","1,711","2,069","2,194","2,522","3,378","2,890","1,861",708,341,20,0,"17,544","17,544","1,638","2,086","1,955","2,398","3,261","2,777","1,868",954,536,71,0
경기도 오산시 남촌동(4137053000),"20,585","20,585",768,"1,079","3,472","4,942","4,074","3,057","1,932",830,387,43,1,"12,422","12,422",370,558,"2,082","3,233","2,603","1,909","1,103",400,156,8,0,"8,163","8,163",398,521,"1,390","1,709","1,471","1,148",829,430,231,35,1
경기도 오산시 신장동(4137054000),"60,516","60,516","5,738","7,533","6,674","8,558","12,312","8,691","6,519","2,943","1,371",173,4,"30,636","30,636","2,911","3,854","3,510","4,490","6,498","4,427","3,100","1,315",497,34,0,"29,880","29,880","2,827","3,679","3,164","4,068","5,814","4,264","3,419","1,628",874,139,4
경기도 오산시 세마동(4137055000),"31,863","31,863","3,476","3,539","3,821","5,237","6,392","4,467","3,095","1,229",523,81,3,"16,369","16,369","1,778","1,819","2,035","2,746","3,327","2,300","1,538",623,191,12,0,"15,494","15,494","1,698","1,720","1,786","2,491","3,065","2,167","1,557",606,332,69,3
경기도 오산시 초평동(4137056000),"16,754","16,754","1,154","1,871","2,276","2,372","3,138","2,711","1,893",875,414,50,0,"8,691","8,691",584,992,"1,245","1,324","1,644","1,381",976,383,147,15,0,"8,063","8,063",570,879,"1,031","1,048","1,494","1,330",917,492,267,35,0
경기도 오산시 대원동(4137057000),"64,748","64,748","5,084","7,194","9,469","9,693","12,025","10,466","6,398","2,920","1,328",168,3,"33,798","33,798","2,598","3,791","5,213","5,412","6,336","5,453","3,146","1,287",516,45,1,"30,950","30,950","2,486","3,403","4,256","4,281","5,689","5,013","3,252","1,633",812,123,2
경기도 시흥시 (4139000000),"513,468","513,468","45,004","51,178","66,134","75,703","92,984","90,511","58,393","21,358","10,608","1,544",51,"268,033","268,033","22,791","26,170","35,982","40,666","50,199","47,329","31,036","9,951","3,601",298,10,"245,435","245,435","22,213","25,008","30,152","35,037","42,785","43,182","27,357","11,407","7,007","1,246",41
경기도 시흥시 대야동(4139051000),"43,172","43,172","3,318","3,339","5,921","6,401","6,420","8,101","6,231","2,151","1,110",180,0,"21,807","21,807","1,710","1,700","3,127","3,307","3,370","3,937","3,248","1,030",352,26,0,"21,365","21,365","1,608","1,639","2,794","3,094","3,050","4,164","2,983","1,121",758,154,0
경기도 시흥시 신천동(4139052000),"35,104","35,104","1,374","2,728","5,366","3,987","4,479","7,766","5,995","2,178","1,096",129,6,"18,061","18,061",691,"1,407","2,926","2,240","2,342","3,926","3,179",982,344,23,1,"17,043","17,043",683,"1,321","2,440","1,747","2,137","3,840","2,816","1,196",752,106,5
경기도 시흥시 신현동(4139053100),"9,606","9,606",372,649,"1,202","1,023","1,138","2,082","1,937",765,370,63,5,"5,059","5,059",175,347,667,604,608,"1,102","1,036",372,125,19,4,"4,547","4,547",197,302,535,419,530,980,901,393,245,44,1
경기도 시흥시 은행동(4139054000),"55,633","55,633","6,656","5,996","6,095","8,642","10,482","8,694","5,917","2,047",963,140,1,"27,716","27,716","3,331","3,069","3,140","4,192","5,431","4,235","3,016",975,305,22,0,"27,917","27,917","3,325","2,927","2,955","4,450","5,051","4,459","2,901","1,072",658,118,1
경기도 시흥시 매화동(4139055000),"11,894","11,894",568,"1,069","1,527","1,144","1,690","2,509","1,908",891,501,84,3,"6,256","6,256",275,542,885,658,904,"1,350","1,036",401,187,18,0,"5,638","5,638",293,527,642,486,786,"1,159",872,490,314,66,3
경기도 시흥시 목감동(4139057000),"41,679","41,679","5,158","3,742","3,764","7,089","8,174","5,762","4,966","2,039",847,131,7,"21,065","21,065","2,598","1,859","1,979","3,505","4,383","2,936","2,483","1,012",283,27,0,"20,614","20,614","2,560","1,883","1,785","3,584","3,791","2,826","2,483","1,027",564,104,7
경기도 시흥시 군자동(4139058100),"20,963","20,963","1,207","2,091","2,539","2,315","3,637","3,942","3,112","1,356",666,96,2,"10,946","10,946",643,"1,062","1,415","1,311","2,014","2,082","1,571",611,224,13,0,"10,017","10,017",564,"1,029","1,124","1,004","1,623","1,860","1,541",745,442,83,2
경기도 시흥시 월곶동(4139058200),"17,214","17,214","1,327","1,551","1,960","2,586","3,200","3,041","2,106",920,469,53,1,"8,941","8,941",658,810,"1,048","1,397","1,756","1,619","1,032",432,176,13,0,"8,273","8,273",669,741,912,"1,189","1,444","1,422","1,074",488,293,40,1
경기도 시흥시 정왕본동(4139058900),"19,745","19,745",959,"1,100","2,982","3,748","4,055","3,715","2,190",663,287,43,3,"12,492","12,492",471,569,"1,965","2,558","2,757","2,384","1,333",340,105,9,1,"7,253","7,253",488,531,"1,017","1,190","1,298","1,331",857,323,182,34,2
경기도 시흥시 정왕1동(4139059100),"22,546","22,546","1,126","1,957","4,006","3,171","4,322","4,325","2,398",807,377,54,3,"13,504","13,504",562,"1,036","2,603","1,995","2,755","2,631","1,403",382,127,9,1,"9,042","9,042",564,921,"1,403","1,176","1,567","1,694",995,425,250,45,2
경기도 시흥시 정왕2동(4139059200),"32,007","32,007","2,061","3,372","4,874","4,448","5,961","6,379","3,151","1,042",633,85,1,"17,474","17,474","1,016","1,729","2,851","2,684","3,348","3,390","1,766",447,220,23,0,"14,533","14,533","1,045","1,643","2,023","1,764","2,613","2,989","1,385",595,413,62,1
경기도 시흥시 정왕3동(4139059300),"22,631","22,631","1,405","2,089","2,777","2,914","4,506","4,628","2,852",917,461,79,3,"12,853","12,853",693,"1,085","1,621","1,749","2,784","2,659","1,652",423,171,15,1,"9,778","9,778",712,"1,004","1,156","1,165","1,722","1,969","1,200",494,290,64,2
경기도 시흥시 정왕4동(4139059400),"20,488","20,488","1,399","2,455","3,241","2,297","3,499","4,366","1,995",695,477,62,2,"10,154","10,154",745,"1,247","1,672","1,162","1,670","2,116","1,083",273,171,15,0,"10,334","10,334",654,"1,208","1,569","1,135","1,829","2,250",912,422,306,47,2
경기도 시흥시 배곧1동(4139059600),"35,450","35,450","5,229","4,786","3,239","5,981","8,090","4,687","2,479",683,243,31,2,"17,666","17,666","2,627","2,455","1,596","2,828","4,174","2,315","1,260",328,78,5,0,"17,784","17,784","2,602","2,331","1,643","3,153","3,916","2,372","1,219",355,165,26,2
경기도 시흥시 배곧2동(4139059700),"35,484","35,484","4,248","4,289","5,140","6,794","7,655","4,609","2,016",500,204,29,0,"18,552","18,552","2,187","2,093","2,705","3,718","4,067","2,418","1,052",231,79,2,0,"16,932","16,932","2,061","2,196","2,435","3,076","3,588","2,191",964,269,125,27,0
경기도 시흥시 과림동(4139062100),"1,893","1,893",48,55,149,176,159,356,589,252,93,16,0,"1,160","1,160",20,32,89,121,103,236,374,138,43,4,0,733,733,28,23,60,55,56,120,215,114,50,12,0
경기도 시흥시 연성동(4139063000),"24,550","24,550","1,891","2,527","3,561","3,268","3,862","4,999","2,583","1,111",665,81,2,"12,570","12,570",976,"1,308","1,858","1,745","1,943","2,609","1,371",510,238,12,0,"11,980","11,980",915,"1,219","1,703","1,523","1,919","2,390","1,212",601,427,69,2
경기도 시흥시 장곡동(4139063100),"38,128","38,128","4,189","4,609","4,518","5,966","7,322","6,142","3,413","1,286",583,95,5,"19,217","19,217","2,121","2,432","2,237","2,984","3,663","3,159","1,822",590,183,26,0,"18,911","18,911","2,068","2,177","2,281","2,982","3,659","2,983","1,591",696,400,69,5
경기도 시흥시 능곡동(4139064000),"25,281","25,281","2,469","2,774","3,273","3,753","4,333","4,408","2,555","1,055",563,93,5,"12,540","12,540","1,292","1,388","1,598","1,908","2,127","2,225","1,319",474,190,17,2,"12,741","12,741","1,177","1,386","1,675","1,845","2,206","2,183","1,236",581,373,76,3
경기도 군포시 (4141000000),"265,999","265,999","17,052","24,807","35,042","36,992","41,062","46,965","38,367","15,740","8,579","1,349",44,"132,017","132,017","8,750","12,823","18,270","19,557","20,312","22,929","18,668","7,242","3,098",360,8,"133,982","133,982","8,302","11,984","16,772","17,435","20,750","24,036","19,699","8,498","5,481",989,36
경기도 군포시 군포1동(4141051000),"32,862","32,862","1,703","2,416","5,018","4,612","4,634","6,293","5,123","2,023",902,130,8,"17,358","17,358",881,"1,254","2,759","2,648","2,528","3,293","2,649",950,357,38,1,"15,504","15,504",822,"1,162","2,259","1,964","2,106","3,000","2,474","1,073",545,92,7
경기도 군포시 군포2동(4141052000),"42,914","42,914","3,009","4,755","5,668","5,461","6,913","7,733","6,002","2,183","1,030",151,9,"21,322","21,322","1,537","2,493","2,958","2,800","3,352","3,704","3,002","1,053",385,37,1,"21,592","21,592","1,472","2,262","2,710","2,661","3,561","4,029","3,000","1,130",645,114,8
경기도 군포시 산본1동(4141054000),"15,460","15,460",525,724,"2,326","2,278","1,822","2,711","2,923","1,372",686,93,0,"7,844","7,844",268,385,"1,283","1,347","1,001","1,275","1,400",631,237,17,0,"7,616","7,616",257,339,"1,043",931,821,"1,436","1,523",741,449,76,0
경기도 군포시 산본2동(4141055000),"25,877","25,877","1,777","2,621","3,201","3,262","4,062","4,502","4,028","1,516",768,138,2,"12,492","12,492",904,"1,310","1,665","1,619","1,899","2,100","1,971",702,288,33,1,"13,385","13,385",873,"1,311","1,536","1,643","2,163","2,402","2,057",814,480,105,1
경기도 군포시 금정동(4141056000),"19,680","19,680",941,"1,249","3,064","3,032","2,727","3,626","3,236","1,200",517,82,6,"10,251","10,251",506,660,"1,580","1,729","1,490","1,872","1,604",609,185,14,2,"9,429","9,429",435,589,"1,484","1,303","1,237","1,754","1,632",591,332,68,4
경기도 군포시 재궁동(4141057000),"18,025","18,025",904,"1,259","2,439","2,937","2,487","3,054","2,730","1,290",802,121,2,"8,507","8,507",468,624,"1,232","1,542","1,166","1,441","1,225",534,246,29,0,"9,518","9,518",436,635,"1,207","1,395","1,321","1,613","1,505",756,556,92,2
경기도 군포시 오금동(4141058000),"20,914","20,914","1,507","1,933","2,491","3,551","3,390","3,438","2,676","1,111",708,108,1,"10,128","10,128",758,"1,007","1,273","1,802","1,624","1,631","1,242",477,277,37,0,"10,786","10,786",749,926,"1,218","1,749","1,766","1,807","1,434",634,431,71,1
경기도 군포시 수리동(4141059000),"15,889","15,889",838,"1,407","1,881","2,071","2,375","2,839","2,326","1,188",840,123,1,"7,572","7,572",428,724,944,"1,055","1,151","1,365","1,068",495,302,39,1,"8,317","8,317",410,683,937,"1,016","1,224","1,474","1,258",693,538,84,0
경기도 군포시 궁내동(4141060000),"20,106","20,106","1,476","2,896","2,417","1,985","3,631","3,746","2,257",925,661,108,4,"9,853","9,853",783,"1,498","1,298",976,"1,661","1,836","1,107",418,235,40,1,"10,253","10,253",693,"1,398","1,119","1,009","1,970","1,910","1,150",507,426,68,3
